site,crit,browser,lt,fp,fcp,e
1054,adobe,0,firefox,3478,1083.2,3294,13.08634977
1055,adobe,0,firefox,4237,1386.1,3696,11.340261538
1056,adobe,0,firefox,3851,1144.3,3209,14.5816320995
1057,adobe,0,firefox,3955,698.8,3785,8.0408809945
1058,adobe,0,firefox,3457,892,3253,12.8779178025
1059,npr,1,chrome,1880,375.3,2392.4,17.0768546925
1060,npr,1,chrome,1905,392,2030.7,24.6254923585
1061,npr,1,chrome,1861,360.8,2341.6,15.3816145285
1062,npr,1,chrome,1890,374.3,2363.6,20.888327464
1063,npr,1,chrome,1857,361.6,2369.6,26.590418019
1064,npr,1,chrome,1951,384.7,2083.7,23.7680222315
1065,npr,1,chrome,1861,350.9,2379,22.1394530615
1066,npr,1,chrome,1880,315,2000.1,19.238203378
1067,npr,1,chrome,1860,329.5,2329.2,23.2186037315
1068,npr,1,chrome,1867,330.2,2370.5,26.3150185455
1069,npr,1,firefox,2781,1055.7,2531,33.336139614
1070,npr,1,firefox,3405,1291.1,3150,29.8768008895
1071,npr,1,firefox,2675,1122.5,2424,10.452439525
1072,npr,1,firefox,2701,779.2,2445,35.441105413
1073,npr,1,firefox,3324,596,3070,26.4137148075
1074,npr,1,firefox,3454,1233.5,3189,23.03621506
1075,npr,1,firefox,3276,938.2,3039,29.7135017575
1076,npr,1,firefox,2666,905.3,2430,38.288721848
1077,npr,1,firefox,3398,2783.2,2794,24.4586892695
1078,npr,1,firefox,2682,1132.3,2459,39.556900394
1079,github,0,chrome,1900,1504.1,1504.1,43.4493616645
1080,github,0,chrome,1955,1836.8,1836.8,40.270518275
1081,github,0,chrome,1737,1736.7,1736.7,37.8871105335
1082,github,0,chrome,1919,1800.5,1800.5,45.467216077
1083,github,0,chrome,1925,2125.9,2125.9,27.592112329
1084,github,0,chrome,1914,1781.3,1781.3,43.8645151545
1085,github,0,chrome,1750,1770.1,1770.1,40.577306083
1086,github,0,chrome,2199,2456.9,2456.9,46.9717128215
1087,github,0,chrome,3125,2937.2,2937.2,50.010599805
1088,github,0,chrome,1657,1730.3,1730.3,43.8910955815
1089,github,0,firefox,3484,1066,2119,19.6911219675
1090,github,0,firefox,2474,757.6,1159,49.0483807595
1091,github,0,firefox,2435,941,1130,27.230785078
1092,github,0,firefox,2507,1836.1,2125,28.53310216
1093,github,0,firefox,2462,1272.4,1077,8.6192192125
1094,github,0,firefox,2517,1770.1,1143,33.478838255
1095,github,0,firefox,1791,1185.7,1309,37.433617991
1096,github,0,firefox,2226,1495,1530,24.0192337205
1097,github,0,firefox,1272,1909.6,892,14.490151975
1098,github,0,firefox,2392,1367.7,1071,46.092940849
1099,adsrvr,1,chrome,477,525,525,7.3074788365
1100,adsrvr,1,chrome,506,563.1,563.1,4.1487386855
1101,adsrvr,1,chrome,471,505.7,505.7,3.5077956345
1102,adsrvr,1,chrome,479,454.2,454.2,2.369091414
1103,adsrvr,1,chrome,634,717,717,5.2107679465
1104,adsrvr,1,chrome,475,509.4,509.4,1.102899492
1105,adsrvr,1,chrome,467,485.5,485.5,3.330984104
1106,adsrvr,1,chrome,474,531.6,531.6,8.1548951555
1107,adsrvr,1,chrome,475,491.8,491.8,2.2249913055
1108,adsrvr,1,chrome,471,498.1,498.1,4.6969402745
1109,adsrvr,1,firefox,413,360.8,203,6.767776227
1110,adsrvr,1,firefox,355,374.3,175,11.348745958
1111,adsrvr,1,firefox,367,1033.9,191,6.2135145315
1112,adsrvr,1,firefox,401,509.4,230,8.979070053
1113,adsrvr,1,firefox,322,1272.4,179,13.414278086
1114,adsrvr,1,firefox,459,916.8,274,6.050367261
1115,adsrvr,1,firefox,583,1874.6,327,14.2353480145
1116,adsrvr,1,firefox,636,1495,384,5.219251253
1117,adsrvr,1,firefox,320,1730.3,170,5.674701655
1118,adsrvr,1,firefox,345,640.8,152,10.37714614
1119,cnblogs,0,chrome,1105,1188.7,1188.7,6.1377420035
1120,cnblogs,0,chrome,1052,1138.5,1138.5,6.4994154355
1121,cnblogs,0,chrome,980,1071.7,1071.7,4.563161925
1122,cnblogs,0,chrome,1048,1032.5,1032.5,5.559509891
1123,cnblogs,0,chrome,911,901,901,8.6708876665
1124,cnblogs,0,chrome,938,1010.4,1010.4,7.03151005
1125,cnblogs,0,chrome,1053,1135.1,1135.1,1.729423473
1126,cnblogs,0,chrome,1800,1911.7,1911.7,6.4295755965
1127,cnblogs,0,chrome,971,955.7,955.7,7.7207126035
1128,cnblogs,0,chrome,939,1023.1,1023.1,6.6302161695
1129,cnblogs,0,firefox,1083,1051.8,889,10.281712913
1130,cnblogs,0,firefox,908,631.2,894,11.76187669
1131,cnblogs,0,firefox,1097,687,917,10.6763368375
1132,cnblogs,0,firefox,789,618.8,600,11.431686136
1133,cnblogs,0,firefox,871,1213.1,714,10.818230956
1134,cnblogs,0,firefox,856,1315.8,694,10.3679688265
1135,cnblogs,0,firefox,1121,3448.2,938,13.623297751
1136,cnblogs,0,firefox,1826,1495,1431,11.9583520555
1137,cnblogs,0,firefox,807,1215.8,620,9.539335608
1138,cnblogs,0,firefox,891,1702.8,724,12.8616793225
1139,loc,1,chrome,4269,1081.7,1081.7,15.8223339135
1140,loc,1,chrome,4369,1166.7,1166.7,9.4764967
1141,loc,1,chrome,4362,1187.5,1187.5,4.3942937155
1142,loc,1,chrome,4338,1157.9,1157.9,7.7825065105
1143,loc,1,chrome,4359,1284.2,1284.2,9.7836371455
1144,loc,1,chrome,4318,1164.9,1164.9,8.1040984705
1145,loc,1,chrome,4323,1111.6,1111.6,12.0348472735
1146,loc,1,chrome,4241,1015.1,1015.1,1.6978869705
1147,loc,1,chrome,4290,1118.9,1118.9,6.93844758
1148,loc,1,chrome,4276,1123.8,1123.8,7.937317853
1149,loc,1,firefox,4327,1423.4,864,19.7644289465
1150,loc,1,firefox,2833,570.9,904,8.7936174005
1151,loc,1,firefox,4373,876.3,899,16.333522432
1152,loc,1,firefox,4281,640.4,726,7.5347942505
1153,loc,1,firefox,4429,1790.8,983,9.1228797155
1154,loc,1,firefox,4378,1007.8,872,12.559602379
1155,loc,1,firefox,3978,1354.4,1765,15.560392084
1156,loc,1,firefox,5380,623.3,1781,9.057764139
1157,loc,1,firefox,4383,369.3,863,22.0204083505
1158,loc,1,firefox,4963,2783.2,1530,18.4129274345
1159,moodle,1,chrome,1107,1205.5,1205.5,13.1772646195
1160,moodle,1,chrome,1148,1258.5,1258.5,6.392547087
1161,moodle,1,chrome,1150,1187.1,1187.1,7.9743509025
1162,moodle,1,chrome,1107,1181.3,1181.3,8.343782295
1163,moodle,1,chrome,1102,1184.9,1184.9,8.135550081
1164,moodle,1,chrome,1101,1229.3,1229.3,8.366951216
1165,moodle,1,chrome,2416,2487.1,2487.1,7.376766086
1166,moodle,1,chrome,1045,1132.3,1132.3,5.1604896945
1167,moodle,1,chrome,1137,1232.2,1232.2,5.5199698505
1168,moodle,1,chrome,1190,1244.8,1244.8,7.6274594015
1169,moodle,1,firefox,1172,902,1055,10.494931309
1170,moodle,1,firefox,1548,869.3,1444,19.714150659
1171,moodle,1,firefox,1157,1121.8,1018,15.4555109245
1172,moodle,1,firefox,1339,505.7,1185,10.71593942
1173,moodle,1,firefox,1358,1626.9,1239,13.7039149615
1174,moodle,1,firefox,1326,900.3,1184,7.298144586
1175,moodle,1,firefox,2178,1495,1773,12.032036908
1176,moodle,1,firefox,1185,2541.4,1068,19.8157504045
1177,moodle,1,firefox,1311,574.3,1198,13.882716681
1178,moodle,1,firefox,1269,1463.2,1113,15.9496358335
1179,moodle,0,chrome,1867,2014.8,2014.8,8.8896316715
1180,moodle,0,chrome,1919,2062.1,2062.1,5.226340943
1181,moodle,0,chrome,1924,2059.9,2059.9,4.658905704
1182,moodle,0,chrome,1935,2069.2,2069.2,3.1557523965
1183,moodle,0,chrome,1890,2043.3,2043.3,6.982073225
1184,moodle,0,chrome,1842,1995.2,1995.2,10.985719924
1185,moodle,0,chrome,1929,2070.5,2070.5,7.859161986
1186,moodle,0,chrome,1824,2053.8,2053.8,1.0145350115
1187,moodle,0,chrome,2518,2756.1,2756.1,6.900659327
1188,moodle,0,chrome,1743,1909.6,1909.6,2.330229249
1189,moodle,0,firefox,1967,1187.4,1844,8.6289402015
1190,moodle,0,firefox,1857,1033.2,1274,15.23952539
1191,moodle,0,firefox,1912,981.1,1754,10.496348235
1192,moodle,0,firefox,1809,1120.5,1715,8.2205463375
1193,moodle,0,firefox,1853,638,1768,9.2778877215
1194,moodle,0,firefox,1907,1039.8,1775,11.9159301475
1195,moodle,0,firefox,1963,1007.8,1823,16.689873917
1196,moodle,0,firefox,1746,794.8,1634,14.6830217465
1197,moodle,0,firefox,1885,385.7,1720,9.1511013695
1198,moodle,0,firefox,1834,1390.2,1694,8.151965073
1199,lencr,0,chrome,517,863.8,863.8,5.3338031375
1200,lencr,0,chrome,372,708.7,708.7,2.656698794
1201,lencr,0,chrome,368,713.2,713.2,2.1890932765
1202,lencr,0,chrome,398,728.5,728.5,5.13711984
1203,lencr,0,chrome,805,1191,1191,8.063702876
1204,lencr,0,chrome,971,1397.4,1397.4,2.6795675875
1205,lencr,0,chrome,356,674.8,674.8,4.3374095875
1206,lencr,0,chrome,382,736,736,2.500547092
1207,lencr,0,chrome,380,729.9,729.9,4.0419977705
1208,lencr,0,chrome,386,734.8,734.8,0.5896739585
1209,lencr,0,firefox,344,2490.8,339,9.962300202
1210,lencr,0,firefox,403,1268.4,351,11.183042926
1211,lencr,0,firefox,299,763.6,287,8.596838986
1212,lencr,0,firefox,311,940.9,266,6.2242914775
1213,lencr,0,firefox,286,862.2,293,8.6439933275
1214,lencr,0,firefox,300,623.3,243,4.2358331165
1215,lencr,0,firefox,304,1123.5,260,8.5438165835
1216,lencr,0,firefox,311,1506.4,301,6.2183487415
1217,lencr,0,firefox,320,1132.3,263,4.5508344705
1218,lencr,0,firefox,327,2197.6,267,12.317498038
1219,apple,1,chrome,1430,983.5,1134.8,14.877551046
1220,apple,1,chrome,1499,924.2,1073.9,9.6315669105
1221,apple,1,chrome,1439,945.6,1086.1,11.1097121955
1222,apple,1,chrome,1485,779.2,1094.1,13.84126584
1223,apple,1,chrome,1446,1008.2,1129.8,13.1739484835
1224,apple,1,chrome,1481,841.8,1102.9,11.94597479
1225,apple,1,chrome,2428,1687.1,1708.3,7.5432669035
1226,apple,1,chrome,3079,1923.7,1973.4,12.093198923
1227,apple,1,chrome,2423,1744.8,1770.1,13.479234086
1228,apple,1,chrome,1405,1051.3,1184.8,11.5160824365
1229,apple,1,firefox,1616,1333.9,1085,30.920611677
1230,apple,1,firefox,1649,2280,1102,29.455034146
1231,apple,1,firefox,1360,1790.8,877,30.284085391
1232,apple,1,firefox,1517,1312.5,916,31.7367956185
1233,apple,1,firefox,3441,1915.8,1815,26.914717181
1234,apple,1,firefox,1544,790.2,1304,33.652552192
1235,apple,1,firefox,1595,756.6,1113,30.0577647975
1236,apple,1,firefox,1615,1499,1352,34.401099524
1237,apple,1,firefox,1582,718,1021,33.9991556115
1238,apple,1,firefox,1550,991.5,1005,27.128173534
1239,xnxx,1,chrome,1302,888.9,888.9,18.7804640675
1240,xnxx,1,chrome,1251,847.1,847.1,15.214659451
1241,xnxx,1,chrome,1238,838.6,838.6,17.4240345705
1242,xnxx,1,chrome,1326,931.5,931.5,25.132681084
1243,xnxx,1,chrome,1342,864.6,864.6,25.205144708
1244,xnxx,1,chrome,1337,851.2,851.2,11.0289795475
1245,xnxx,1,chrome,1262,872.4,872.4,18.9283192175
1246,xnxx,1,chrome,2902,1494.9,1494.9,10.7629857995
1247,xnxx,1,chrome,1384,926.4,926.4,20.7982804745
1248,xnxx,1,chrome,1319,928.5,928.5,23.9375159155
1249,xnxx,1,firefox,1130,1082.7,995,87.4433511215
1250,xnxx,1,firefox,1142,757.6,998,86.8644864185
1251,xnxx,1,firefox,1259,4995.5,1080,91.5474936975
1252,xnxx,1,firefox,1097,2084.7,965,87.761455451
1253,xnxx,1,firefox,1150,1193.7,1016,83.3708279215
1254,xnxx,1,firefox,982,1233.5,863,73.5085072985
1255,xnxx,1,firefox,964,728.5,828,66.8343834925
1256,xnxx,1,firefox,1071,1386.1,951,78.168395688
1257,xnxx,1,firefox,1094,736,961,52.372788617
1258,xnxx,1,firefox,1143,1338.4,1005,72.84840759
1278,live,0,chrome,498,1272.2,1272.2,7.567999917
1279,live,0,chrome,529,1310.8,1310.8,7.41069128
1280,live,0,chrome,554,1325.6,1325.6,9.22891607
1281,live,0,chrome,517,1358.2,1358.2,8.2922826655
1282,live,0,chrome,494,1276.9,1276.9,8.1478772905
1283,live,0,chrome,531,1385.7,1385.7,12.189646062
1284,live,0,chrome,515,1374.5,1374.5,10.1985836715
1285,live,0,chrome,485,1264.7,1264.7,7.205498147
1286,live,0,chrome,494,1390.2,1390.2,6.794269023
1287,live,0,chrome,547,1338.4,1338.4,1.458412099
1288,live,0,firefox,433,500.3,423,20.875494732
1289,live,0,firefox,482,2536.2,466,13.8275620765
1290,live,0,firefox,453,419.3,451,11.4499952085
1291,live,0,firefox,369,605,352,18.7132017975
1292,live,0,firefox,485,2084.7,483,9.8406478885
1293,live,0,firefox,431,825,413,9.596661571
1294,live,0,firefox,543,1373.9,525,11.7471819035
1295,live,0,firefox,803,751.4,794,15.8504763335
1296,live,0,firefox,453,674.7,444,20.3928713165
1297,live,0,firefox,442,733.3,438,16.764941496
1317,fda,0,chrome,1067,1055.7,1055.7,4.0679888185
1318,fda,0,chrome,1107,1120.5,1120.5,3.109905744
1319,fda,0,chrome,1341,1337.9,1337.9,7.1785902045
1320,fda,0,chrome,946,1328.8,1328.8,4.4819338915
1321,fda,0,chrome,1254,1283.6,1283.6,5.12796192
1322,fda,0,chrome,1689,1661.3,1661.3,6.164619043
1323,fda,0,chrome,1305,1337.6,1337.6,4.033923413
1324,fda,0,chrome,1273,1317.1,1317.1,3.0684355355
1325,fda,0,chrome,939,1214.2,1214.2,6.1088305765
1326,fda,0,chrome,1255,1285.2,1285.2,6.4326366415
1327,fda,0,firefox,1079,500.3,916,9.3492755245
1328,fda,0,firefox,1046,1306.1,873,14.384361929
1329,fda,0,firefox,1069,570.9,915,11.050744879
1330,fda,0,firefox,1115,1191.8,960,6.8442622835
1331,fda,0,firefox,1181,1135.1,1005,6.69253614
1332,fda,0,firefox,1106,559.5,947,9.6836317035
1333,fda,0,firefox,1034,975.6,871,13.414000991
1334,fda,0,firefox,1020,1232.2,1004,8.392608437
1335,fda,0,firefox,1104,743.2,937,11.416289757
1336,fda,0,firefox,1076,779.7,905,16.447021972
1356,cnblogs,1,chrome,1094,1180.5,1180.5,6.1297503225
1357,cnblogs,1,chrome,1080,1154.7,1154.7,5.6934196915
1358,cnblogs,1,chrome,942,1020.7,1020.7,7.907402654
1359,cnblogs,1,chrome,969,1056.4,1056.4,6.089428927
1360,cnblogs,1,chrome,1101,1181,1181,4.155819355
1361,cnblogs,1,chrome,1077,1064.4,1064.4,6.4973196625
1362,cnblogs,1,chrome,1033,1010.7,1010.7,4.9900210065
1363,cnblogs,1,chrome,1028,1003.6,1003.6,10.3252248715
1364,cnblogs,1,chrome,789,827.4,827.4,7.2628947195
1365,cnblogs,1,chrome,1002,1092.5,1092.5,8.1354769495
1366,cnblogs,1,firefox,891,605,743,11.5165600725
1367,cnblogs,1,firefox,945,581.6,775,11.604914004
1368,cnblogs,1,firefox,986,2050,845,13.0876542665
1369,cnblogs,1,firefox,855,1057.8,684,6.7838407105
1370,cnblogs,1,firefox,1874,2693.4,1363,9.6503266955
1371,cnblogs,1,firefox,1042,422.9,880,5.6783859485
1372,cnblogs,1,firefox,939,694,922,12.925108394
1373,cnblogs,1,firefox,971,933.6,807,8.532342046
1374,cnblogs,1,firefox,816,718,648,10.9827691435
1375,cnblogs,1,firefox,1060,1310.3,915,16.862296484
1376,csdn,1,chrome,1391,772.5,772.5,3.3640561135
1377,csdn,1,chrome,1471,831.8,831.8,6.144737926
1378,csdn,1,chrome,1585,1150.6,1150.6,7.6797673355
1379,csdn,1,chrome,1580,949.7,949.7,5.6705715755
1380,csdn,1,chrome,1391,968.1,968.1,6.4581237865
1381,csdn,1,chrome,2755,1261.5,1261.5,7.718940362
1382,csdn,1,chrome,3024,1526.9,1526.9,8.8761816005
1383,csdn,1,chrome,1371,946.4,946.4,8.847065452
1384,csdn,1,chrome,1348,897.1,897.1,15.8123081105
1385,csdn,1,chrome,1589,813.7,813.7,6.577807729
1386,csdn,1,firefox,927,432.2,763,15.3227141755
1387,csdn,1,firefox,1087,505.7,878,5.584447101
1388,csdn,1,firefox,1081,1722,446,8.109435805
1389,csdn,1,firefox,824,1329.8,681,8.4492123635
1390,csdn,1,firefox,845,1071.7,703,11.2760597255
1391,csdn,1,firefox,856,736.3,715,16.0491870655
1392,csdn,1,firefox,957,1386.1,429,10.9144350255
1393,csdn,1,firefox,871,643.4,347,21.800385504
1394,csdn,1,firefox,856,840.5,733,12.4368410005
1395,csdn,1,firefox,928,1609.4,766,5.624415822
1396,bootstrap,1,chrome,573,930.8,930.8,5.726992696
1397,bootstrap,1,chrome,601,1033.2,1033.2,6.024866193
1398,bootstrap,1,chrome,551,869.2,869.2,5.1125273985
1399,bootstrap,1,chrome,584,900.3,900.3,4.9543582965
1400,bootstrap,1,chrome,659,978.4,978.4,6.937327354
1401,bootstrap,1,chrome,612,981.4,981.4,6.120802074
1402,bootstrap,1,chrome,803,1242.6,1242.6,3.4554913155
1403,bootstrap,1,chrome,1196,1902,1902,1.5042841355
1404,bootstrap,1,chrome,618,932.2,932.2,3.369858167
1405,bootstrap,1,chrome,494,958.2,958.2,7.1024111045
1406,bootstrap,1,firefox,413,1059.2,235,9.515504663
1407,bootstrap,1,firefox,373,2519.8,179,11.1152962015
1408,bootstrap,1,firefox,390,585.6,216,9.027931613
1409,bootstrap,1,firefox,411,1790.8,223,17.936412367
1410,bootstrap,1,firefox,395,2547.4,247,8.4492052225
1411,bootstrap,1,firefox,954,1359.7,520,5.230813143
1412,bootstrap,1,firefox,399,892,272,13.9388254825
1413,bootstrap,1,firefox,391,1187.9,248,4.8715834505
1414,bootstrap,1,firefox,360,1215.8,203,6.721127529
1415,bootstrap,1,firefox,413,2197.6,243,8.50429964
1416,arxiv,1,chrome,360,647.2,647.2,1.1137617065
1417,arxiv,1,chrome,380,687,687,3.4261982705
1418,arxiv,1,chrome,400,710.6,710.6,6.73123961
1419,arxiv,1,chrome,407,705.7,705.7,7.1372231925
1420,arxiv,1,chrome,391,736.3,736.3,3.0432389385
1421,arxiv,1,chrome,389,704.1,704.1,6.738974399
1422,arxiv,1,chrome,407,696.6,696.6,4.3698980075
1423,arxiv,1,chrome,390,681.3,681.3,1.8200608635
1424,arxiv,1,chrome,424,760.2,760.2,5.304339691
1425,arxiv,1,chrome,400,737.3,737.3,4.482867061
1426,arxiv,1,firefox,317,764.8,301,4.178620683
1427,arxiv,1,firefox,438,1157,336,5.195708265
1428,arxiv,1,firefox,465,419.3,380,17.807073362
1429,arxiv,1,firefox,353,895.5,334,5.9134214365
1430,arxiv,1,firefox,394,572.5,287,8.632942929
1431,arxiv,1,firefox,376,983.8,368,2.778220923
1432,arxiv,1,firefox,643,1359.7,419,2.219707804
1433,arxiv,1,firefox,403,879.5,299,10.6319140525
1434,arxiv,1,firefox,428,826.1,349,4.820510585
1435,arxiv,1,firefox,333,996.8,267,5.2177777565
1436,shopify,0,chrome,1196,834.7,834.7,11.5599250875
1437,shopify,0,chrome,1113,722.3,722.3,13.657780375
1438,shopify,0,chrome,1341,766.3,766.3,6.8836198395
1439,shopify,0,chrome,1222,767.5,767.5,9.7005429875
1440,shopify,0,chrome,1229,776.9,776.9,8.5807342105
1441,shopify,0,chrome,1062,737.1,737.1,13.665905317
1442,shopify,0,chrome,2535,1462.4,1462.4,9.1889868435
1443,shopify,0,chrome,1091,733.3,733.3,7.7995257955
1444,shopify,0,chrome,1121,718,718,11.885973252
1445,shopify,0,chrome,1164,733.3,733.3,11.912374928
1446,shopify,0,firefox,2344,698.3,1717,15.4626256435
1447,shopify,0,firefox,2215,631.2,1673,14.423283015
1448,shopify,0,firefox,4614,505.7,4007,15.4574000955
1449,shopify,0,firefox,2359,596,1822,13.443859479
1450,shopify,0,firefox,5666,940.6,5119,11.3322625835
1451,shopify,0,firefox,3680,1083.8,3018,14.676787045
1452,shopify,0,firefox,4966,1686.3,3798,19.8678705155
1453,shopify,0,firefox,5654,751.4,4988,10.8386935775
1454,shopify,0,firefox,5678,650.3,5181,18.354161416
1455,shopify,0,firefox,3519,694,3300,11.605910197
1456,aparat,1,chrome,1082,1107.2,1107.2,8.118562343
1457,aparat,1,chrome,854,1111.6,1111.6,10.1818598445
1458,aparat,1,chrome,868,1134.8,1134.8,10.765872807
1459,aparat,1,chrome,1296,1356.8,1356.8,9.4772655605
1460,aparat,1,chrome,837,1097.8,1097.8,8.813270833
1461,aparat,1,chrome,930,1191.8,1191.8,18.008241985
1462,aparat,1,chrome,847,1100.7,1100.7,10.1262296945
1463,aparat,1,chrome,1689,2190,2190,16.613221866
1464,aparat,1,chrome,904,1144.3,1144.3,13.1934770245
1465,aparat,1,chrome,844,1108.1,1108.1,11.848773455
1466,aparat,1,firefox,1589,670.1,810,11.0545437685
1467,aparat,1,firefox,1044,1050.8,742,14.543429865
1468,aparat,1,firefox,1109,933.1,994,18.3580238725
1469,aparat,1,firefox,1024,1187.1,740,13.5948231585
1470,aparat,1,firefox,1056,1111.6,745,16.0541015295
1471,aparat,1,firefox,953,771.6,881,19.349191021
1472,aparat,1,firefox,1090,1083.2,833,15.8001162185
1473,aparat,1,firefox,904,1730.3,901,16.152911683
1474,aparat,1,firefox,1000,957.6,713,16.1094546195
1475,aparat,1,firefox,965,330.2,843,12.9382249745
1476,ftc,1,chrome,1401,1078.6,1078.6,10.5473170805
1477,ftc,1,chrome,1391,1085.1,1085.1,6.597047891
1478,ftc,1,chrome,1404,1099.9,1099.9,10.5869322095
1479,ftc,1,chrome,1351,1095.2,1095.2,7.457734231
1480,ftc,1,chrome,1468,1056.6,1056.6,8.448854847
1481,ftc,1,chrome,1306,1041.9,1041.9,6.5737011065
1482,ftc,1,chrome,2750,1915.8,1915.8,9.381360472
1483,ftc,1,chrome,1373,1083.2,1083.2,6.191791598
1484,ftc,1,chrome,1266,1020,1020,10.5486830595
1485,ftc,1,chrome,1265,1035.4,1035.4,9.838995328
1486,ftc,1,firefox,1690,1187.5,980,22.3055938805
1487,ftc,1,firefox,1644,581.6,917,11.571783264
1488,ftc,1,firefox,1603,1181.3,906,9.9437744385
1489,ftc,1,firefox,1614,576.8,916,12.880132912
1490,ftc,1,firefox,1618,956.6,917,10.9426201505
1491,ftc,1,firefox,1803,3997.4,1050,16.187349293
1492,ftc,1,firefox,1671,1454.7,959,16.2668167835
1493,ftc,1,firefox,1697,794.8,969,21.6881469825
1494,ftc,1,firefox,1629,1275.5,917,12.894674638
1495,ftc,1,firefox,1691,1804.3,986,12.3500040975
1496,ilovepdf,0,chrome,953,1187.4,1187.4,12.2562256755
1497,ilovepdf,0,chrome,927,1157,1157,5.7482232675
1498,ilovepdf,0,chrome,966,1193.7,1193.7,6.048676448
1499,ilovepdf,0,chrome,1119,1354.4,1354.4,6.5261990415
1500,ilovepdf,0,chrome,818,1052.8,1052.8,5.6814831625
1501,ilovepdf,0,chrome,943,1179.4,1179.4,6.4682669335
1502,ilovepdf,0,chrome,1326,1764.8,1764.8,4.0938302505
1503,ilovepdf,0,chrome,1489,1874.6,1874.6,3.810117618
1504,ilovepdf,0,chrome,894,1126.3,1126.3,8.643910907
1505,ilovepdf,0,chrome,940,1172.2,1172.2,6.73820790749999
1506,ilovepdf,0,firefox,704,1005.6,500,13.0724735185
1507,ilovepdf,0,firefox,720,1050.8,530,8.300196456
1508,ilovepdf,0,firefox,721,360.8,491,13.242751228
1509,ilovepdf,0,firefox,748,1291.1,646,11.0469872455
1510,ilovepdf,0,firefox,1661,415.3,1407,8.3880088105
1511,ilovepdf,0,firefox,1595,1711.8,1362,6.307626265
1512,ilovepdf,0,firefox,755,2053.8,526,6.9725275385
1513,ilovepdf,0,firefox,1568,1374.5,1350,8.596284327
1514,ilovepdf,0,firefox,1800,1232.2,1790,6.440448048
1515,ilovepdf,0,firefox,1740,315,1512,12.772837427
1554,moz,0,chrome,1930,1849.8,1849.8,12.3686854925
1555,moz,0,chrome,1840,1758.7,1758.7,11.065119274
1556,moz,0,chrome,1776,1722,1722,13.350480694
1557,moz,0,chrome,1760,1711.8,1711.8,17.2763224805
1558,moz,0,chrome,1770,1736.2,1736.2,14.556595773
1559,moz,0,chrome,1826,1783.9,1783.9,19.060610801
1560,moz,0,chrome,1908,1782.8,1782.8,13.6608900555
1561,moz,0,chrome,1757,1697,1697,11.325503966
1562,moz,0,chrome,1822,1732,1732,13.7799992895
1563,moz,0,chrome,1864,1752.6,1752.6,14.407501805
1564,moz,0,firefox,3904,1840.3,3470,22.7325740405
1565,moz,0,firefox,3866,1665.6,3086,16.0451333945
1566,moz,0,firefox,3905,1665.6,3156,11.807445286
1567,moz,0,firefox,3812,1233.5,3444,39.4628631715
1568,moz,0,firefox,3624,1049,3374,17.13346423
1569,moz,0,firefox,3940,1444,3173,14.114088827
1570,moz,0,firefox,3862,1083.8,3508,12.151909448
1571,moz,0,firefox,2858,1500.2,2741,11.6290546525
1572,moz,0,firefox,3887,981.9,3206,16.115044481
1573,moz,0,firefox,4486,681.3,3245,11.6256235785
1594,docusign,0,chrome,1892,2711.9,2711.9,8.944023588
1595,docusign,0,chrome,1476,2133.8,2133.8,13.7392181165
1596,docusign,0,chrome,1408,2193.5,2193.5,10.963018912
1597,docusign,0,chrome,1790,2547.4,2547.4,10.6798687865
1598,docusign,0,chrome,2218,3324.4,3324.4,7.552384888
1599,docusign,0,chrome,1787,2508,2508,17.039467318
1600,docusign,0,chrome,2236,1896.2,1896.2,5.6594407635
1601,docusign,0,chrome,1731,2451.6,2451.6,10.1704365045
1602,docusign,0,chrome,1856,2586,2586,10.6675358075
1603,docusign,0,chrome,1622,2353.4,2353.4,9.8463468055
1604,docusign,0,firefox,1320,500.3,1213,14.3746425125
1605,docusign,0,firefox,2294,1078.6,1775,14.1883555075
1606,docusign,0,firefox,2384,766.3,2295,8.688837353
1607,docusign,0,firefox,1357,576.8,985,25.854164988
1608,docusign,0,firefox,1225,576.8,1123,16.202140515
1609,docusign,0,firefox,2395,550.1,1961,20.3815131355
1610,docusign,0,firefox,1492,949.7,1376,19.246898867
1611,docusign,0,firefox,1333,1263,1229,17.3947663625
1612,docusign,0,firefox,1383,770,955,17.0828622345
1613,docusign,0,firefox,1392,959.4,1297,23.007319108
1633,cam,1,chrome,1656,927.1,927.1,6.1092512785
1634,cam,1,chrome,1793,1113.1,1113.1,6.712280608
1635,cam,1,chrome,1605,1179.3,1179.3,6.058862384
1636,cam,1,chrome,1667,1172.7,1172.7,7.928734933
1637,cam,1,chrome,1677,921.1,921.1,10.0570869385
1638,cam,1,chrome,1722,1032.9,1032.9,8.7594563495
1639,cam,1,chrome,1751,1063.6,1063.6,8.8784847615
1640,cam,1,chrome,1713,971.5,971.5,10.0079537135
1641,cam,1,chrome,1694,946.9,946.9,8.390192147
1642,cam,1,chrome,1543,1083.3,1083.3,10.6428778565
1643,cam,1,firefox,1863,1213.2,770,9.8461317665
1644,cam,1,firefox,1945,927.1,782,15.302852316
1645,cam,1,firefox,1966,1637.7,777,16.411100428
1646,cam,1,firefox,2012,730.6,757,13.7927831265
1647,cam,1,firefox,1900,1402.2,846,18.027559468
1648,cam,1,firefox,1883,759.1,782,20.68832841
1649,cam,1,firefox,1921,1313.8,917,26.0128667865
1650,cam,1,firefox,1933,971.5,797,10.1587440585
